FName(String),LName(String),AreaCode(String),Phone(String),City(String),State(String),Zip(String),MaritalStatus(String),HasChild(String),Salary(Float),Rate(Float),SingleExemp(Float),ChildExemp(Float) 
Zhenzhong,Karton, 620,126-1869,ATLANTA,KS,67008,M,N,86000,6.45,0,0
Uptal,Isard, 570,139-1162,PALMYRA,PA,17078,M,N,4500,3.07,0,0
Glen,Bergere, 423,125-1473,TAFT,TN,38488,M,N,84000,0.0,0,0
Hoang,Okasaki, 206,104-1228,BELLINGHAM,WA,98226,S,Y,54500,0.0,0,0
Lora,Devor, 878,165-1593,ORSON,PA,18449,M,N,44000,3.07,0,0
Regino,Hoogewijs, 256,164-1720,GADSDEN,AL,35902,S,Y,50000,5.0,1500,300
Ariel,Riha, 970,151-1661,LITTLETON,CO,80162,S,N,23500,4.63,0,0
Vasken,Muntz, 810,161-1934,BELLEVILLE,MI,48111,S,Y,37000,3.9,3100,3100
Sankar,Horacek, 775,101-1979,LAS VEGAS,NV,89103,S,Y,46500,0.0,0,0
Khun,Hawkinson, 980,154-1878,PLEASANT GARDEN,NC,27313,M,N,54000,6.8653846,0,0
Kireeti,Peir, 207,113-1569,NORTH WATERFORD,ME,04267,M,N,84500,8.5,0,0
Analia,Decleir, 702,174-1646,MC GILL,NV,89318,M,N,82000,0.0,0,0
Siegmar,Colgate, 334,168-1476,NORTHPORT,AL,35473,M,N,43500,5.0,0,0
Eibe,Kader, 606,105-1828,HAGERHILL,KY,41222,S,Y,50500,4.638889,20,20
Malti,Lejter, 939,106-1152,AGUADILLA,PR,00603,M,N,500,0.0,0,0
Terje,Sanada, 406,156-1979,RINGLING,MT,59642,M,N,36000,6.9,0,0
Sungchae,Ernst, 980,169-1697,MAPLE HILL,NC,28454,S,Y,63000,7.054196,3300,3300
Ricarda,Peter, 703,123-1346,REVA,VA,22735,M,N,66500,5.75,0,0
Junbo,Gabbrieli, 228,146-1974,BELMONT,MS,38827,S,Y,3000,3.0,6000,1500
Irshak,Jording, 406,133-1657,HELENA,MT,59626,M,N,63000,6.9,0,0
Baile,Lvov, 801,110-1638,PANGUITCH,UT,84759,S,Y,44500,7.0,2475,2475
Roch,Zucker, 319,138-1561,DES MOINES,IA,50310,M,N,15000,2.479763,0,0
Maguelonne,Lemarechal, 503,157-1685,FIELDS,OR,97710,S,Y,73500,9.0,159,159
Maria,Herbster, 801,121-1045,SARATOGA SPRINGS,UT,84045,M,N,95500,7.0,0,0
Padhraic,Pigeon, 504,172-1000,DOYLINE,LA,71023,S,Y,40500,6.0,4500,1000
Jerzy,Ulmer, 302,190-1194,NEWARK,DE,19702,M,N,34500,4.211364,0,0
Ping,Hertzberg, 907,166-1161,SEWARD,AK,99664,S,Y,36500,0.0,0,0
Athanasios,Kadar, 330,177-1300,HASKINS,OH,43525,S,Y,36500,1.7576386,1300,1300
Cristiana,Vignes, 802,132-1360,EAST BARRE,VT,05649,S,Y,11000,3.6,3300,3300
Hikaru,Gunther, 651,150-1473,READS LANDING,MN,55968,S,Y,86000,7.85,3300,3300
Tamitha,Baek, 801,121-1435,MOUNTAIN HOME,UT,84051,M,N,61500,7.0,0,0
Gisli,Nakhaeizadeh, 405,124-1628,OKLAHOMA CITY,OK,73148,M,N,72000,6.25,0,0
Mavis,Watanabe, 586,141-1636,TRENTON,MI,48183,M,N,90500,3.9,0,0
Xiaoquing,Desnoyer, 703,103-1426,CHESAPEAKE,VA,23324,S,Y,14500,5.0803576,900,900
Abdelouahab,Pfleeger, 228,158-2085,DIAMONDHEAD,MS,39525,M,N,66000,5.0,0,0
Seyed,Desautels, 505,188-1311,LAS CRUCES,NM,88001,M,N,96000,5.3,0,0
Limsson,Penn, 304,198-1026,CHESTER,WV,26034,S,Y,85000,6.5,2000,2000
Lidia,Lofaso, 702,108-1431,LUND,NV,89317,S,Y,72000,0.0,0,0
Loet,Eilenberg, 480,198-1308,CHANDLER,AZ,85225,S,Y,57000,3.5984998,2100,2300
Noriyoshi,Luit, 302,141-1065,PORT PENN,DE,19731,M,N,60000,5.95,0,0
Brendon,Stack, 980,158-1586,WALSTONBURG,NC,27888,S,Y,52000,6.8234267,3300,3300
Sigmar,Florissi, 980,122-1045,PRINCETON,NC,27569,M,Y,12000,6.0,0,3300
Wladyslaw,Holsheimer, 410,125-1952,FOREST HILL,MD,21050,M,N,17000,4.75,0,0
Alec,Zeilberger, 334,103-1526,MOBILE,AL,36616,S,Y,64500,5.0,1500,300
Jongwon,Hettesheimer, 802,148-1066,BURLINGTON,VT,05402,S,Y,24000,3.6,3300,3300
Houssem,Kubitz, 401,138-1561,LITTLE COMPTON,RI,02837,S,N,30500,0.0,0,0
Marino,Mahalingam, 860,183-1411,STAMFORD,CT,06927,M,N,17000,5.0,0,0
Denis,Raoult, 228,118-1338,HATTIESBURG,MS,39407,M,N,36000,5.0,0,0
Vassilka,Suomi, 406,134-1362,PABLO,MT,59855,M,N,81000,6.9,0,0
Shan,Isles, 801,178-1601,NEWTON,UT,84327,S,Y,81000,7.0,2475,2475
Hala,Sanghavi, 515,102-1512,BOONE,IA,50099,M,N,15500,2.556952,0,0
Hangju,Kabalevsky, 248,124-1474,ALPENA,MI,49707,S,Y,82000,3.9,3100,3100
Feiyu,Kark, 410,191-1519,ELKTON,MD,21922,S,Y,62500,4.75,2400,2400
Sames,Buford, 907,117-1841,NAPAKIAK,AK,99634,M,N,59000,0.0,0,0
Ghulum,Kambil, 302,151-1096,WILMINGTON,DE,19890,S,Y,83500,5.95,110,110
Alyman,Sluizer, 307,162-2085,PARKMAN,WY,82838,M,N,31500,0.0,0,0
Yun,Viereck, 785,157-1423,KANSAS CITY,KS,66101,S,Y,87000,6.45,2250,2250
Berni,Pedersen, 251,134-1557,GRAYSVILLE,AL,35073,S,Y,1500,3.2,1500,300
Debasish,VanderMeer, 865,189-1517,SAMBURG,TN,38254,S,Y,99500,0.0,0,0
Christopher,Trehan, 678,109-1632,BROOKFIELD,GA,31727,S,Y,51500,6.0,2700,3000
Volkmar,Ebbinghaus, 502,186-1914,VARNEY,KY,41571,M,N,60500,5.1944447,0,0
Chrisila,Ronkainen, 808,186-1909,KAHULUI,HI,96732,S,N,24000,5.3657894,1040,0
Nachimuthu,Niehren, 401,181-1876,WEST WARWICK,RI,02893,S,Y,83500,0.0,0,0
Francisco,Rouquie, 518,195-1718,EAST OTTO,NY,14729,M,N,78000,4.405488,0,0
Birk,Calderbank, 939,162-1289,PALMER,PR,00721,M,N,23000,0.0,0,0
Redha,Sigillito, 615,132-1506,MEMPHIS,TN,38103,M,N,6000,0.0,0,0
Dallan,Alfonsin, 202,179-1180,WASHINGTON,DC,20434,S,Y,5500,4.5,1370,1370
Minghong,Borrione, 816,145-1469,KIRBYVILLE,MO,65679,M,N,44500,6.0,0,0
Surapong,Olivier, 504,145-1952,MORROW,LA,71356,M,N,41500,6.0,0,0
Giuliana,Jacquin, 848,163-1786,HOPE,NJ,07844,S,Y,16000,1.4,1000,1500
Alicja,Berstis, 775,181-1089,LAS VEGAS,NV,89155,M,N,10500,0.0,0,0
Javad,Multani, 802,160-1499,NORTH CONCORD,VT,05858,M,N,35000,3.7014668,0,0
Mutsunori,Ockenfeld, 605,158-1454,WOOD,SD,57585,M,N,30000,0.0,0,0
Lee,Poston, 202,188-2012,PARCEL RETURN SERVICE,DC,56902,M,N,1500,4.5,0,0
Lunjin,Delcambre, 641,173-1368,CEDAR RAPIDS,IA,52404,S,Y,54500,8.577691,40,40
Vidya,Capaccioli, 443,112-1068,CURTIS BAY,MD,21226,M,N,43500,4.75,0,0
Candida,Rimmer, 505,112-1940,MENTMORE,NM,87319,M,N,39500,5.3,0,0
Angotti,Siegl, 619,105-1029,SANTA MONICA,CA,90403,S,Y,99500,9.3,87,272
Naveena,Szemberedi, 203,117-1945,OAKDALE,CT,06370,M,N,96000,5.0,0,0
Zhonghua,Vasconcelos, 848,163-1587,LINWOOD,NJ,08221,M,N,30000,1.5577083,0,0
Jeannie,Merel, 304,156-2084,SURVEYOR,WV,25932,M,N,98000,6.5,0,0
Gyula,Loewenstein, 325,148-1621,HOUSTON,TX,77218,S,Y,15000,0.0,0,0
Jianyang,McQuire, 503,167-1194,FORT ROCK,OR,97735,S,Y,59000,9.0,159,159
Chian,Grunupp, 202,130-1953,WASHINGTON,DC,20090,S,N,26000,8.1,1370,0
Ravin,Ruocco, 802,152-1680,WEST HARTFORD,VT,05084,S,Y,93000,4.855404,3300,3300
Hideko,Tillich, 620,189-1813,LONGFORD,KS,67458,M,N,38000,6.45,0,0
Bernahrd,Alm, 701,112-1861,CALEDONIA,ND,58219,M,N,34500,2.1556427,0,0
Jyrki,Vietze, 505,179-1103,RUIDOSO,NM,88345,M,N,70000,5.3,0,0
Jermy,Kleiter, 702,172-1200,LAS VEGAS,NV,89112,M,N,7000,0.0,0,0
Ayse,Rylands, 802,186-1610,POWNAL,VT,05261,M,N,82000,4.636554,0,0
Ozalp,Wogulis, 573,164-1092,SAINT CLAIR,MO,63077,M,N,70500,6.0,0,0
Leyuan,Carreras, 571,179-1903,ETLAN,VA,22719,M,N,56500,5.75,0,0
Rhan,Savaram, 203,198-1725,HARTFORD,CT,06144,M,Y,5500,3.0,0,0
Ewald,Heppler, 878,185-1995,NICKTOWN,PA,15762,S,Y,43000,3.07,0,0
Doyne,Zahir, 939,124-1452,SAN JUAN,PR,00955,S,Y,49000,0.0,0,0
Upender,Blodel, 702,180-1304,RENO,NV,89501,S,Y,58000,0.0,0,0
Goang,Alvarez, 702,160-2019,WADSWORTH,NV,89442,M,N,49500,0.0,0,0
Fung,Kubierschky, 207,156-1880,NEW PORTLAND,ME,04954,M,N,64000,8.5,0,0
Hyunmin,Rivals, 947,165-1292,BANGOR,MI,49013,S,Y,88500,3.9,3100,3100
Lidong,Kokeny, 785,176-1000,KIRWIN,KS,67644,M,N,28000,6.0566664,0,0
Shiyu,Merkl, 704,140-1517,CHARLOTTE,NC,28206,M,N,38500,6.54021,0,0
Rachamallu,Gribble, 207,124-1347,HOWLAND,ME,04448,M,N,73500,8.5,0,0
Sulekha,Hoopes, 808,107-1212,KULA,HI,96790,S,Y,32500,6.898026,1040,1040
Saeeiab,Feierbach, 931,153-1592,ALLRED,TN,38542,S,Y,22000,0.0,0,0
Basem,Salvadori, 203,165-1292,NORTH HAVEN,CT,06473,S,Y,22000,5.0,12750,0
Gavan,Mosberger, 302,176-1199,WILMINGTON,DE,19884,M,N,42500,4.756818,0,0
Hung,Kroenke, 908,180-1508,OAKLAND,NJ,07436,M,N,37000,1.6681042,0,0
Chongkye,Kompanek, 980,115-1738,MOUNT ULLA,NC,28125,S,Y,58000,6.949301,3300,3300
Djoerd,Ecklund, 401,143-1071,BLOCK ISLAND,RI,02807,M,N,6000,0.0,0,0
Shyamal,Ronchette, 843,186-1109,UNION,SC,29379,M,N,62500,7.0,0,0
Masanao,Rayko, 802,191-1819,COLCHESTER,VT,05446,M,N,24000,3.6,0,0
Gerda,Siemens, 775,158-1281,HENDERSON,NV,89011,S,Y,47000,0.0,0,0
Rishiyur,Gerlich, 432,166-1893,ELKHART,TX,75839,M,N,87500,0.0,0,0
Radomir,Riis, 605,117-1840,RAPID CITY,SD,57701,S,Y,47000,0.0,0,0
Prabhudev,Hershko, 615,146-1557,MEMPHIS,TN,38165,M,N,5000,0.0,0,0
Parosh,Gerdt, 802,184-1808,WEST TOWNSHEND,VT,05359,S,Y,59000,4.178958,3300,3300
Sivaprakasam,Padhye, 208,118-1146,BOISE,ID,83730,M,N,62500,7.8,0,0
Mahmoud,Coluccini, 804,127-1750,INDIAN VALLEY,VA,24105,S,Y,33500,5.75,900,900
Gerry,McDermid, 302,122-1033,WILMINGTON,DE,19804,S,Y,79500,5.95,110,110
Lushen,Artola, 808,165-1386,HONOLULU,HI,96848,M,N,17000,4.1039476,0,0
Azzam,Nose, 434,170-1598,MARTINSVILLE,VA,24114,S,Y,18000,5.75,900,900
Norbert,Standera, 302,111-1635,FRANKFORD,DE,19945,S,N,35500,4.2795453,110,0
Djordje,McAfee, 401,197-1907,PROVIDENCE,RI,02905,S,Y,73000,0.0,0,0
Furio,Nutt, 410,185-1909,WILLIAMSPORT,MD,21795,M,N,21000,4.75,0,0
Lewis,Trudel, 304,102-1330,WINONA,WV,25942,S,Y,16500,3.455,2000,2000
Shafeek,Bar, 774,195-1019,LEE,MA,01238,M,N,71500,5.3,0,0
Sujay,Duncan, 785,186-1896,COFFEYVILLE,KS,67337,M,N,86000,6.45,0,0
Sungdo,Dervisoglu, 980,109-2005,CASAR,NC,28020,M,N,68000,7.159091,0,0
Nicolaas,Nerode, 505,190-1718,PLACITAS,NM,87043,S,Y,51000,5.3,3300,3300
Honghua,Struckmann, 541,195-1318,VENETA,OR,97487,S,Y,1000,5.0,159,159
Nagavamsi,Hylton, 309,114-1425,LINCOLNWOOD,IL,60712,M,N,55000,3.0,0,0
Tarik,Hagmann, 701,189-1313,FREDONIA,ND,58440,S,Y,94500,2.8511777,3300,3300
Demos,Brabec, 947,137-1664,FENWICK,MI,48834,M,N,64500,3.9,0,0
Margareta,Heeffer, 815,196-1220,ERIE,IL,61250,M,N,92500,3.0,0,0
Takehito,Kuberka, 270,148-1576,LEXINGTON,KY,40576,S,Y,7000,2.2222223,20,20
Dusan,Neufeld, 574,145-1169,KNIGHTSVILLE,IN,47857,S,Y,71000,3.4,1000,1000
Misha,Vastola, 360,137-1264,SEATTLE,WA,98116,S,Y,16000,0.0,0,0
Ray,Hardavellas, 319,156-1479,NASHUA,IA,50658,S,Y,48500,7.651424,40,40
Cong,Pelezar, 803,197-1357,HOLLYWOOD,SC,29449,S,Y,84000,7.0,3300,3300
Anavai,Luckhardt, 913,159-2082,WALDO,KS,67673,S,Y,96500,6.45,2250,2250
Chiang,Boksenbaum, 302,181-1609,MIDDLETOWN,DE,19709,M,N,11500,2.6431818,0,0
Hala,Renault, 302,154-1697,WILMINGTON,DE,19890,S,Y,6500,2.3022728,110,110
Stephane,Doering, 307,134-1777,LUSK,WY,82225,M,N,20000,0.0,0,0
Malcolm,Blix, 678,111-1134,CHAUNCEY,GA,31011,M,N,23000,6.0,0,0
Jose,Talmor, 207,180-2008,WILTON,ME,04294,S,Y,90000,8.5,2850,2850
Aurore,Motoda, 843,179-1503,BATH,SC,29816,M,N,71000,7.0,0,0
Michi,Orgass, 802,189-1217,LYNDON,VT,05849,S,N,37500,3.7512054,3300,0
Dusanka,Nitzan, 207,166-1989,MATINICUS,ME,04851,M,N,40000,8.5,0,0
Masuhiro,Isaak, 302,149-1944,WILMINGTON,DE,19884,S,Y,30500,3.9386363,110,110
Brion,Agrafiotis, 978,102-2025,WOBURN,MA,01888,S,Y,47000,5.3,3575,1000
Naphtali,Kopecky, 952,126-1572,GULLY,MN,56646,S,Y,86500,7.85,3300,3300
Yuichiro,Zompi, 410,118-1391,BALTIMORE,MD,21211,S,Y,84500,4.75,2400,2400
Bernahrd,Berghel, 918,121-1949,WISTER,OK,74966,S,Y,88500,6.25,1000,1000
Geof,Strauss, 502,133-1456,INEZ,KY,41224,S,Y,29000,3.4444444,20,20
Darwen,Hertzberg, 208,147-1874,SAINT ANTHONY,ID,83445,M,N,37000,7.8,0,0
Massayuki,Phiphobmongkol, 302,165-2088,WILMINGTON,DE,19806,M,N,46000,4.995455,0,0
Shigetaka,Crosby, 802,121-1549,PROCTORSVILLE,VT,05153,S,N,31500,3.6318326,3300,0
Sylviane,Margenstern, 208,185-1209,AHSAHKA,ID,83520,S,Y,48000,7.8,3300,3300
Yoo,Uludag, 907,160-1665,KODIAK,AK,99619,M,N,37000,0.0,0,0
Cristina,Kruse, 939,165-1089,CAGUAS,PR,00727,S,Y,59000,0.0,0,0
Yair,Riza, 386,137-1765,SOUTH BAY,FL,33493,M,N,15000,0.0,0,0
Pierangelo,Bruma, 770,177-1300,DENTON,GA,31532,M,N,80000,6.0,0,0
Sophia,Polajnar, 801,136-1344,CLEARFIELD,UT,84016,M,N,52500,7.0,0,0
Fumiyasu,Widera, 302,146-1125,FRANKFORD,DE,19945,S,Y,77500,5.95,110,110
Jakub,Hodge, 307,150-1577,WILSON,WY,83014,M,N,42500,0.0,0,0
Patrizio,Boari, 907,179-1217,UNALASKA,AK,99685,M,N,43500,0.0,0,0
Antonius,Udding, 402,142-1287,BELDEN,NE,68717,S,Y,51000,6.84,103,103
Rajanarayanan,Priebe, 617,153-1677,SOUTH CHATHAM,MA,02659,M,Y,27000,5.3,0,1000
Laszlo,Pier, 307,143-1971,TIE SIDING,WY,82084,M,N,55500,0.0,0,0
Ingar,Maehly, 864,151-1271,CHARLESTON,SC,29402,S,Y,57000,7.0,3300,3300
Remigijus,Altman, 757,182-1993,NORFOLK,VA,23501,M,N,59500,5.75,0,0
Sendhil,Vilot, 505,118-1756,FENCE LAKE,NM,87315,M,N,60500,5.3,0,0
Andi,Quiros, 913,162-1990,COTTONWOOD FALLS,KS,66845,S,Y,68500,6.45,2250,2250
Farooq,Tassinari, 509,123-1046,SEATTLE,WA,98129,S,Y,56500,0.0,0,0
Kornel,Shinjo, 856,122-1932,MOUNT LAUREL,NJ,08054,M,N,99500,2.6537814,0,0
Fakher,Matthijssen, 617,139-1663,DORCHESTER,MA,02125,S,Y,4500,5.3,3575,1000
Kentaro,Adi, 913,165-1993,PRETTY PRAIRIE,KS,67570,M,N,43000,6.45,0,0
Ruiz,Sillion, 815,127-1788,WAUCONDA,IL,60084,S,N,59500,3.0,2000,0
Sadasaburoh,Philippou, 562,120-1148,RIO LINDA,CA,95673,M,N,40500,9.069353,0,0
Keyun,Driscoll, 469,182-1806,MEMPHIS,TX,79245,M,N,18500,0.0,0,0
Aviram,Adomavicius, 270,130-1055,PATHFORK,KY,40863,S,Y,59500,5.138889,20,20
Borut,Podkolzin, 985,165-1821,BATON ROUGE,LA,70891,M,N,5000,2.0,0,0
Qiwen,Sanada, 603,170-1315,ALSTEAD,NH,03602,M,Y,89500,0.0,0,0
Shilpa,Varvel, 856,140-1364,FLEMINGTON,NJ,08822,S,Y,72000,2.2200832,1000,1500
Mauno,Merey, 808,100-1477,HAWI,HI,96719,M,N,18000,4.2842107,0,0
Tetsuhiko,Pfitzmann, 307,164-1319,SADDLESTRING,WY,82840,M,N,47000,0.0,0,0
Vijnan,Akaboshi, 859,122-1965,DAYHOIT,KY,40824,M,Y,1500,2.0,0,20
Ayodele,Babinski, 213,157-1853,WEST COVINA,CA,91790,M,N,88500,9.3,0,0
Manjote,Kriewall, 205,156-1984,JONES,AL,36749,M,N,7000,5.0,0,0
Giancarlo,Normark, 229,102-1025,GROVETOWN,GA,30813,M,N,86500,6.0,0,0
Catherine,Salkin, 605,144-1182,HURON,SD,57399,M,Y,500,0.0,0,0
Tetsurou,Kambhatla, 303,109-1932,NORWOOD,CO,81423,M,N,16500,4.63,0,0
Lene,Shermer, 928,158-1786,VALLEY FARMS,AZ,85291,M,N,71500,3.8232498,0,0
Zhiyuan,Kaas, 803,113-1937,PICKENS,SC,29671,M,N,48500,7.0,0,0
Manojit,Kirkova, 715,130-1673,DOYLESTOWN,WI,53928,S,N,76000,5.7669144,700,0
Abdesselam,Nassif, 802,163-1187,CHESTER,VT,05143,M,N,71000,4.4177036,0,0
Siddharthan,Kleibomer, 203,179-1303,ABINGTON,CT,06230,M,N,54500,5.0,0,0
Mitsuhiko,Goldschlager, 802,188-1861,WEST TOWNSHEND,VT,05359,S,Y,44500,3.8904736,3300,3300
Kyo,Pequeno, 270,171-1514,BLACKFORD,KY,42403,M,Y,51000,4.666667,0,20
Wilfried,Desiderio, 605,127-1395,MONROE,SD,57047,M,N,86500,0.0,0,0
Thai,Womack, 601,105-1906,PEARL,MS,39208,M,N,56000,5.0,0,0
Jiakeng,Formella, 406,191-1715,MOLT,MT,59057,S,Y,34000,6.9,1900,1900
Zeenat,Luit, 469,106-1652,BURKETT,TX,76828,S,Y,48500,0.0,0,0
Eibe,Villoldo, 701,105-1728,BUXTON,ND,58218,M,N,88500,2.781624,0,0
Henry,Erbe, 580,185-1012,WRIGHT CITY,OK,74766,M,N,30500,6.25,0,0
Hiroki,Horvitz, 678,161-2085,VIDALIA,GA,30474,M,N,49500,6.0,0,0
Inger,Kruyt, 207,103-1698,WHITING,ME,04691,S,Y,96000,8.5,2850,2850
Chunming,Vrecion, 504,135-1058,ATLANTA,LA,71404,S,N,10500,2.0,4500,0
Guillem,Lewart, 910,178-1006,BOOMER,NC,28606,S,Y,84000,7.4947553,3300,3300
Carles,Windeknecht, 573,143-1994,KANSAS CITY,MO,64172,M,Y,7500,5.15625,0,1200
Iqbal,Ennals, 601,108-1003,WASHINGTON,MS,39190,M,N,45000,5.0,0,0
Daniil,Theimer, 603,192-1915,NORTHWOOD,NH,03261,S,Y,32000,0.0,0,0
Jaques,Seiwald, 801,143-1871,FAIRVIEW,UT,84629,S,Y,65000,7.0,2475,2475
Vijnan,Akaboshi, 505,122-1046,LINCOLN,NM,88338,S,Y,64500,5.3,3300,3300
Miche,Falster, 580,174-1820,MILFAY,OK,74046,S,Y,36500,6.25,1000,1000
Aggrey,Sartini, 636,114-1438,SAINT LOUIS,MO,63113,M,N,10500,6.0,0,0
Sibsankar,Barkley, 262,163-1191,WAUPUN,WI,53963,S,Y,19000,4.776531,700,400
Chongkye,Cuthill, 435,176-2020,WEST JORDAN,UT,84081,M,N,77500,7.0,0,0
Khedija,Eigner, 702,148-1743,RENO,NV,89570,M,N,85500,0.0,0,0
Stanislas,Solovay, 702,144-1068,COYOTE SPRINGS,NV,89037,M,N,44000,0.0,0,0
Detlev,Wetprasit, 318,177-1020,PAINCOURTVILLE,LA,70391,M,N,55500,6.0,0,0
Stamos,Hagert, 808,113-2036,KAILUA KONA,HI,96745,M,Y,91000,8.25,0,1040
Claus,Zyryanov, 775,134-1841,CARSON CITY,NV,89703,S,Y,32500,0.0,0,0
Monia,Feldmann, 718,160-1384,BROOKLYN,NY,11201,M,N,89500,4.4721036,0,0
Richardo,Tashiro, 505,190-1518,FARMINGTON,NM,87499,S,Y,13500,4.4428573,3300,3300
Bernahrd,Bongiovanni, 574,138-2061,FLORA,IN,46929,M,N,94000,3.4,0,0
Arjan,Hanabata, 651,189-1617,ROCHESTER,MN,55905,S,Y,2500,5.35,3300,3300
Jitender,Nayani, 425,179-1470,MEDICAL LAKE,WA,99022,M,Y,38000,0.0,0,0
Fakher,Manukyan, 412,125-1953,FREELAND,PA,18224,M,N,25500,3.07,0,0
Soheil,Rodding, 302,119-1642,DOVER,DE,19903,S,Y,62000,5.95,110,110
Kalle,Kreveld, 316,111-1912,NEKOMA,KS,67559,M,N,93000,6.45,0,0
Elissa,Tompits, 701,176-1832,JUD,ND,58454,S,Y,69500,2.5613713,3300,3300
Karthick,Bloo, 202,136-1814,WASHINGTON,DC,20536,S,Y,26000,8.1,1370,1370
Dirceu,Jurka, 208,195-1818,MAY,ID,83253,S,Y,66000,7.8,3300,3300
Toyohiko,Den, 860,181-1489,WATERBURY,CT,06723,S,Y,50000,5.0,12750,0
Geber,Schueller, 907,123-1646,CHITINA,AK,99566,M,N,26000,0.0,0,0
Charlene,Kikuchi, 423,122-1916,CHATTANOOGA,TN,37450,S,Y,17500,0.0,0,0
Mamdouh,Ausiello, 208,139-1012,TROY,ID,83871,S,Y,52500,7.8,3300,3300
Tayloe,Tautenhahn, 808,104-1815,ANAHOLA,HI,96703,S,Y,99000,8.25,1040,1040
Jaechun,Leick, 213,199-1822,LOS ANGELES,CA,90026,S,Y,29000,6.3544655,87,272
Zhimin,Vauttier, 603,136-1764,WEST PETERBOROUGH,NH,03468,S,Y,7500,0.0,0,0
Husheng,Dilley, 520,131-1155,PERIDOT,AZ,85542,S,Y,87000,4.0635,2100,2300
Munseok,Shahrbabaki, 302,197-1925,NEWARK,DE,19716,M,N,87500,5.95,0,0
Ruixin,Tyldesley, 719,179-2058,DENVER,CO,80205,M,N,31500,4.63,0,0
Horacio,Bihari, 208,155-1383,POCATELLO,ID,83209,M,N,25500,7.8,0,0
Samir,Borzovs, 770,148-1272,ATHENS,GA,30603,S,Y,38000,6.0,2700,3000
Uriel,Press, 308,127-1155,MEAD,NE,68041,S,Y,21500,5.952033,103,103
Izak,Newbery, 941,122-1495,GRAHAM,FL,32042,S,N,17500,0.0,0,0
Rabi,DuMouchel, 769,131-1759,BELLEFONTAINE,MS,39737,S,Y,500,3.0,6000,1500
Cari,Nordemann, 513,123-1096,HARVEYSBURG,OH,45032,M,N,37500,1.7908334,0,0
Merrill,Poehlman, 913,126-1736,LIBERAL,KS,67901,M,Y,500,3.5,0,2250
Vinodh,Foyster, 623,184-1407,PHOENIX,AZ,85016,M,N,13000,2.9164999,0,0
Sreekumar,Hainaut, 708,161-1861,CHICAGO,IL,60649,S,Y,62500,3.0,2000,2000
Roxana,Arbab, 253,138-1761,WOODINVILLE,WA,98072,S,Y,28500,0.0,0,0
Praful,Gjerlov, 848,117-1627,RIO GRANDE,NJ,08242,M,N,53000,1.9204376,0,0
Masahiro,Weissberg, 479,164-1187,BLUFFTON,AR,72827,S,Y,30000,7.0,20,20
Kenichi,Cleave, 702,156-2099,SPARKS,NV,89436,M,N,11000,0.0,0,0
Ruurd,Charoenkitkarn, 301,159-1282,SUBURB MARYLAND FAC,MD,20897,M,N,52000,4.75,0,0
Atif,Heemskerk, 580,159-1763,CRAWFORD,OK,73638,M,N,41500,6.25,0,0
Prasenjit,Nishanov, 303,194-1785,TABERNASH,CO,80478,M,N,3500,4.63,0,0
Fai,Nemetz, 209,108-1635,OREGON HOUSE,CA,95962,M,N,73000,9.3,0,0
Shaleah,Wergeland, 406,103-1494,DILLON,MT,59725,M,N,63500,6.9,0,0
Sooyong,Hinnebusch, 580,105-1548,BETHEL,OK,74724,S,Y,16500,6.25,1000,1000
Christipher,Piera, 520,189-2028,TUCSON,AZ,85712,M,N,50000,3.49,0,0
Abdelmalek,Renous, 309,187-1815,BARRY,IL,62312,M,N,62500,3.0,0,0
Kang,Miksik, 765,187-1983,EVANSVILLE,IN,47719,S,Y,68500,3.4,1000,1000
Vit,Braden, 417,190-1136,STOVER,MO,65078,M,N,90500,6.0,0,0
Anind,Pennings, 231,160-1783,NOVI,MI,48375,S,Y,78000,3.9,3100,3100
Katsuo,Plainfosse, 317,171-1299,HURON,IN,47437,S,Y,68000,3.4,1000,1000
Myke,Soundararajan, 870,156-1780,CHARLESTON,AR,72933,M,N,75000,7.0,0,0
Jyhjong,Rudman, 207,124-1984,BAILEYVILLE,ME,04694,S,N,37000,8.5,2850,0
Palash,Gadepally, 248,199-1872,COPPER HARBOR,MI,49918,S,Y,58000,3.9,3100,3100
Swee,Grob, 309,146-1974,OAKDALE,IL,62268,M,N,94500,3.0,0,0
Venkatavasu,Camurati, 304,108-1965,REEDSVILLE,WV,26547,S,Y,61000,6.5,2000,2000
Diomidis,Kuikka, 769,166-1209,CLINTON,MS,39056,S,Y,92000,5.0,6000,1500
Debatosh,Koutnik, 260,176-1399,KURTZ,IN,47249,M,N,53500,3.4,0,0
Noel,Meinke, 612,140-1368,DONNELLY,MN,56235,M,N,47000,6.7635536,0,0
Moritoshi,Catalkaya, 601,123-1946,CORINTH,MS,38835,M,N,79500,5.0,0,0
Koling,Mathieson, 801,188-1016,LEHI,UT,84043,S,Y,62500,7.0,2475,2475
Rpnald,Middleburg, 304,115-1254,FREEMAN,WV,24724,S,Y,95500,6.5,2000,2000
Gudjon,Chung, 281,181-1699,LOMETA,TX,76853,S,Y,46500,0.0,0,0
Radek,Double, 818,153-1077,BORREGO SPRINGS,CA,92004,M,N,29500,6.472504,0,0
Samantha,Heiserman, 786,151-1278,LEHIGH ACRES,FL,33976,S,N,47000,0.0,0,0
Aral,Foucaut, 229,156-1777,MACON,GA,31202,M,N,47000,6.0,0,0
